Titel,Werktitel,Übersetzter Titel,Autor*in,Mitwirkende/r,Digitalisat,Inhaltstyp,Hochschulschrift,Inhaltstyp,Inhalt,Beschreibung,Verknüpfte Titel,Anmerkungen,Serie,Verlag,Erschienen,Verlauf,Ausgabe,Nachdruck,Format,Häufigkeit,Sprache,Gebunden mit,Rechte,Thema,MESH Schlagwörter,Klassifikation,Ist enthalten in,Kursinformationen,Anmerkungen,Anmerkungen,Thema,Identifikator,Lokale Signatur,Quelle,Link
Low delay network attributes randomization to proactively mitigate reconnaissance attacks in industrial control systems,,,"Etxezarreta, Xabier   Garitano, Iñaki   Iturbe, Mikel   Zurutuza, Urko",,,,,,,"Industrial Control Systems are used in a wide variety of industrial facilities, including critical infrastructures, becoming the main target of multiple security attacks. A malicious and successful attack against these infrastructures could cause serious economic and environmental consequences, including the loss of human lives. Static networks configurations and topologies, which characterize Industrial Control Systems, represent an advantage for attackers, allowing them to scan for vulnerable devices or services before carrying out the attack. Identifying active devices and services is often the first step for many attacks. This paper presents a proactive network reconnaissance defense mechanism based on the temporal randomization of network IP addresses, MAC addresses and port numbers. The obtained information distortion minimizes the knowledge acquired by the attackers, hindering any attack that relies on network addressing. The temporal randomization of network attributes is performed in an adaptive way, minimizing the overhead introduced in the network and avoiding any error and latency in communications. The implementation as well as the tests have been carried out in a laboratory with real industrial equipment, demonstrating the effectiveness of the presented solution.",,,,New York: Springer US,,,,,,,Englisch,,"The Author(s) 2023 The Author(s) 2023. This work is published under http://creativecommons.org/licenses/by/4.0/ (the “License”). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License.",Automatic control    Computer networks    Computer science    Electrical engineering    Engineering    Industrial electronics    Nuclear power plants    Random Allocation    Software    Technology    Telecommunication    Topology,,,"Wireless networks, 2024-08, Vol.30 (6), p.5077-5091",,,,,ISSN: 1022-0038 ISSN: 1572-8196 EISSN: 1572-8196 DOI: 10.1007/s11276-022-03212-5,,Web of Science,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_crossref_primary_10_1007_s11276_022_03212_5
Revealing and exploiting privacy vulnerabilities in users' public wireless packets,,,,,,,,,,,,,,,,,,,,,Englisch,,,,,,Institut polytechnique de Paris,,,,,DOI: 10.70675/5076188ez75edz45a8z87cczf18d72bddea1,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_70675_5076188ez75edz45a8z87cczf18d72bddea1
Device discovery and tracing in the Bluetooth Low Energy domain,,,"Locatelli, Pierluigi   Perri, Massimo   Jimenez Gutierrez, Daniel Mauricio   Lacava, Andrea   Cuomo, Francesca",,,,,,,"Bluetooth Low Energy (BLE) is a pervasive wireless technology all around us today. It is included in most commercial consumer electronic devices manufactured in the last years, and billions of BLE-enabled devices are produced every year, mostly wearable or portable ones like smartphones, smartwatches, and smartbands. The success of BLE as a cornerstone in the Internet of Things (IoT) and consumer electronics is both an advantage, enabling short range, low cost, and low power consumption wireless communications, and a disadvantage, from a security and privacy standpoint. BLE exposes packets that enable a potential attacker to detect, enquire and fingerprint actual devices despite manufacturers’ attempts to avoid detection and tracking. Medium Access Control (MAC) address randomization was introduced in the BLE standard to solve some of these issues. In this paper we discuss how to detect and fingerprint BLE devices, basing our analysis and data collection on interactions allowed by the standard. In our study, we propose the Bluetooth Low Energy Nodes Detect, Enquire, (and) Recognition (BLENDER) framework for enumerating and fingerprinting BLE devices for crowd monitoring and recognition purposes, based on four different strategies used to analyze BLE-enabled devices. We will show that it is possible to associate BLE randomized MAC addresses to actual devices. We will then describe a proof of concept for large-scale data collection. In addition, to determine the spots where the stations could be optimally positioned, we created a synthetic dataset based on mobility models and then we emulated the BLENDER approach. The latter allowed training Machine Learning models to predict the expected number of devices appearing at any particular position, day, and hour.",,,,AMSTERDAM: Elsevier B.V,,,,,,,Englisch,,2023 The Authors,Computer science    Engineering    Fingerprints    Internet of things    Machine learning    Technology    Telecommunication,,,"Computer communications, 2023-03, Vol.202, p.42-56",,,,,ISSN: 0140-3664 ISSN: 1873-703X EISSN: 1873-703X DOI: 10.1016/j.comcom.2023.02.008,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_webofscience_primary_000943958100001
Device discovery and tracing in the Bluetooth Low Energy domain,,,"Locatelli, Pierluigi   Perri, Massimo   Jimenez Gutierrez, Daniel Mauricio   Lacava, Andrea   Cuomo, Francesca",,,,,,,"Bluetooth Low Energy (BLE) is a pervasive wireless technology all around us today. It is included in most commercial consumer electronic devices manufactured in the last years, and billions of BLE-enabled devices are produced every year, mostly wearable or portable ones like smartphones, smartwatches, and smartbands. The success of BLE as a cornerstone in the Internet of Things (IoT) and consumer electronics is both an advantage, enabling short range, low cost, and low power consumption wireless communications, and a disadvantage, from a security and privacy standpoint. BLE exposes packets that enable a potential attacker to detect, enquire and fingerprint actual devices despite manufacturers’ attempts to avoid detection and tracking. Medium Access Control (MAC) address randomization was introduced in the BLE standard to solve some of these issues. In this paper we discuss how to detect and fingerprint BLE devices, basing our analysis and data collection on interactions allowed by the standard. In our study, we propose the Bluetooth Low Energy Nodes Detect, Enquire, (and) Recognition (BLENDER) framework for enumerating and fingerprinting BLE devices for crowd monitoring and recognition purposes, based on four different strategies used to analyze BLE-enabled devices. We will show that it is possible to associate BLE randomized MAC addresses to actual devices. We will then describe a proof of concept for large-scale data collection. In addition, to determine the spots where the stations could be optimally positioned, we created a synthetic dataset based on mobility models and then we emulated the BLENDER approach. The latter allowed training Machine Learning models to predict the expected number of devices appearing at any particular position, day, and hour.",,,,AMSTERDAM: Elsevier B.V,,,,,,,Englisch,,2023 The Authors,Computer science    Engineering    Fingerprints    Internet of things    Machine learning    Technology    Telecommunication,,,"Computer communications, 2023-03, Vol.202, p.42-56",,,,,ISSN: 0140-3664 ISSN: 1873-703X EISSN: 1873-703X DOI: 10.1016/j.comcom.2023.02.008,,Web of Science,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_webofscience_primary_000943958100001
Compact Probe Request Fingerprinting with Asymmetric Pairwise Boosting,,,,,,,,,,,,,,,,,,,,,Englisch,,,,,,2025 IEEE International Conference on Machine Learning for Communication and Networking (ICMLCN),,,,,DOI: 10.1109/icmlcn64995.2025.11140351,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_1109_icmlcn64995_2025_11140351
Wi-Fi tracking : Fingerprinting attacks and counter-measures,,,,,,,,,,,,,,,,,,,,,Englisch,,,,,,Lyon,,,,,DOI: 10.70675/1f117c62z6c31z46efzbadczff0b6e8afd15,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_70675_1f117c62z6c31z46efzbadczff0b6e8afd15
Quantifying the Information Leak in IEEE 802.11 Network Discovery,,,"Waltari, Otto   Kangasharju, Jussi","Chowdhury, Kaushik Roy   Di Felice, Marco   Matta, Ibrahim   Sheng, Bo",,,,,,"Wi-Fi is often the easiest and most affordable way to get a device connected. When a device connects to any Wi-Fi network its identifier (SSID) is stored in the device. These SSIDs are sometimes intentionally exposed to the outside world during periodic network discovery routines. In this paper we quantify the information leak that is present in the current network discovery protocol. Our collected data shows how common it is for a device to leak information and what can be derived from the names of networks a user has connected to in the past. We introduce a way to measure the uniqueness of an entity, which is based on the set of leaked SSID names. We apply previously proposed methods of MAC address randomization reversal on our data and evaluate entity uniqueness. We show how unique SSID names backfire against attempts to obfuscate user devices. Finally we evaluate an existing alternative network discovery scheme that does not leak information.",Lecture Notes in Computer Science,,,Switzerland: Springer International Publishing AG,,,,,,,Englisch,,IFIP International Federation for Information Processing 2018,,,,"Lecture notes in computer science, 2018, Vol.10866, p.207-218",,,,,ISSN: 0302-9743 ISSN: 1611-3349 ISBN: 9783030029302 ISBN: 3030029301 EISSN: 1611-3349 EISBN: 303002931X EISBN: 9783030029319 DOI: 10.1007/978-3-030-02931-9_17 OCLC: 1081304098 LCCallNum: TK5105.5-5105.9,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_proquest_ebookcentralchapters_6283241_238_215
Noncooperative 802.11 MAC Layer Fingerprinting and Tracking of Mobile Devices,,,"Lamotte, Wim   Quax, Peter   Bonné, Bram   Robyns, Pieter","Lorenz, Pascal",,,,,,"We present two novel noncooperative MAC layer fingerprinting and tracking techniques for Wi-Fi (802.11) enabled mobile devices. Our first technique demonstrates how a per-bit entropy analysis of a single captured frame allows an adversary to construct a fingerprint of the transmitter that is 80.0 to 67.6 percent unique for 50 to 100 observed devices and 33.0 to 15.1 percent unique for 1,000 to 10,000 observed devices. We show how existing mitigation strategies such as MAC address randomization can be circumvented using only this fingerprint and temporal information. Our second technique leverages peer-to-peer 802.11u Generic Advertisement Service (GAS) requests and 802.11e Block Acknowledgement (BA) requests to instigate transmissions on demand from devices that support these protocols. We validate these techniques using two datasets, one of which was recorded at a music festival containing 28,048 unique devices and the other at our research lab containing 138 unique devices. Finally, we discuss a number of countermeasures that can be put in place by mobile device vendors in order to prevent noncooperative tracking through the discussed techniques.",,,,"Cairo, Egypt: Hindawi Publishing Corporation",,,,,,,Englisch,,"Copyright © 2017 Pieter Robyns et al. Copyright © 2017 Pieter Robyns et al. This is an open access article distributed under the Creative Commons Attribution License (the “License”), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited. Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. https://creativecommons.org/licenses/by/4.0","Access control    Computer science    Electronic apparatus and appliances    Fiction    Fingerprints    Internet of things    Plots (Drama, novel, etc.)    Technology    Telecommunication",,,"Security and communication networks, 2017-01, Vol.2017 (2017), p.1-21, Article 6235484",,,,,ISSN: 1939-0114 ISSN: 1939-0122 EISSN: 1939-0122 DOI: 10.1155/2017/6235484,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_crossref_citationtrail_10_1155_2017_6235484
Noncooperative 802.11 MAC Layer Fingerprinting and Tracking of Mobile Devices,,,"Lamotte, Wim   Quax, Peter   Bonné, Bram   Robyns, Pieter","Lorenz, Pascal",,,,,,"We present two novel noncooperative MAC layer fingerprinting and tracking techniques for Wi-Fi (802.11) enabled mobile devices. Our first technique demonstrates how a per-bit entropy analysis of a single captured frame allows an adversary to construct a fingerprint of the transmitter that is 80.0 to 67.6 percent unique for 50 to 100 observed devices and 33.0 to 15.1 percent unique for 1,000 to 10,000 observed devices. We show how existing mitigation strategies such as MAC address randomization can be circumvented using only this fingerprint and temporal information. Our second technique leverages peer-to-peer 802.11u Generic Advertisement Service (GAS) requests and 802.11e Block Acknowledgement (BA) requests to instigate transmissions on demand from devices that support these protocols. We validate these techniques using two datasets, one of which was recorded at a music festival containing 28,048 unique devices and the other at our research lab containing 138 unique devices. Finally, we discuss a number of countermeasures that can be put in place by mobile device vendors in order to prevent noncooperative tracking through the discussed techniques.",,,,"Cairo, Egypt: Hindawi Publishing Corporation",,,,,,,Englisch,,"Copyright © 2017 Pieter Robyns et al. Copyright © 2017 Pieter Robyns et al. This is an open access article distributed under the Creative Commons Attribution License (the “License”), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited. Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. https://creativecommons.org/licenses/by/4.0","Access control    Computer science    Electronic apparatus and appliances    Fiction    Fingerprints    Internet of things    Plots (Drama, novel, etc.)    Technology    Telecommunication",,,"Security and communication networks, 2017-01, Vol.2017 (2017), p.1-21, Article 6235484",,,,,ISSN: 1939-0114 ISSN: 1939-0122 EISSN: 1939-0122 DOI: 10.1155/2017/6235484,,Web of Science,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_crossref_citationtrail_10_1155_2017_6235484
People Flow Estimation in Urban Environments Using BLE Advertising Packets,,,Kotaro Hayashi   Taito Yoshimura   Hiroyuki Kobayashi   Ryo Imamura   Mina Itou   Kiyohide Ushijima   Hirohiko Suwa   Yuki Matsuda,,,,,,,"In recent years, the analysis of people flow has become increasingly important for urban management and commercial strategies. While cameras and 3D sensors have been used for people flow estimation, they involve high costs and raise privacy concerns. In contrast, Wi-Fi and Bluetooth signals enable low-cost, non-intrusive data collection. However, widespread MAC address randomization in modern devices limits the effectiveness of conventional people tracking methods that rely on static MAC addresses. To overcome this limitation, we propose a method to estimate movement trajectories by associating dynamically randomized MAC addresses. Our approach utilizes the appearance/disappearance times and advertising (Adv) data of BLE packets collected by multiple scanners. Unlike prior work that focused on single-sensor setups or simulations, we conducted a citywide field experiment spanning 2.5 km in central Saga City, Japan. Thirty BLE scanners were deployed over a 60-day period, and the collected data were evaluated against GPS logs as the ground truth. The proposed method achieved an average macro coverage of 70.9% for walking, 46.2% for cycling, and 66.0% overall. This represents improvements of 9.5%, 3.4%, and 8.3% over baseline methods, respectively.",,,,"Care XDX Center, Kyushu Institute of Technology",,,,,,,Englisch Japanisch,,2026 Author,,,,"International Journal of Activity and Behavior Computing, 2026, Vol.2026(1), pp.1-17",,,,,EISSN: 2759-2871 DOI: 10.60401/ijabc.132,,ROAD,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_jstage_primary_article_ijabc_2026_1_2026_132_article_char_en
ASIMOV: a Fully Passive WiFi Device Tracking,,,,,,,,,,,,,,,,,,,,,Englisch,,,,,,2021 IFIP Networking Conference (IFIP Networking),,,,,DOI: 10.23919/ifipnetworking52078.2021.9472786,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_23919_ifipnetworking52078_2021_9472786
Introducing benchmarks for evaluating user-privacy vulnerability in WiFi,,,,,,,,,,,,,,,,,,,,,Englisch,,,,,,2023 IEEE 97th Vehicular Technology Conference (VTC2023-Spring),,,,,DOI: 10.1109/vtc2023-spring57618.2023.10199706,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_1109_vtc2023_spring57618_2023_10199706
"A Tutorial on Privacy, RCM and Its Implications in WLAN",,,"Ficara, Domenico   Garroppo, Rosario G.   Henry, Jerome",,,,,,,"The proliferation of Wi-Fi devices has led to the rise of privacy concerns related to MAC Address-based systems used for people tracking and localization across various applications, such as smart cities, intelligent transportation systems, and marketing. These systems have highlighted the necessity for mobile device manufacturers to implement Randomized And Changing MAC address (RCM) techniques as a countermeasure for device identification. In response to the challenges posed by diverse RCM implementations, the IEEE has taken steps to standardize RCM operations through the 802.11aq Task Group (TG). However, while RCM implementation addresses some concerns, it can disrupt services that span both Layer 2 and upper-layers, which were originally designed assuming static MAC addresses. To address these challenges, the IEEE has established the 802.11bh TG, focusing on defining new device identification methods, particularly for Layer 2 services that require pre-association identification. Simultaneously, the IETF launched the MAC Address Device Identification for Network and Application Services (MADINAS) Working Group to investigate the repercussions of RCM on upper-layer services, including the Dynamic Host Configuration Protocol (DHCP). Concurrently, derandomization techniques have emerged to counteract RCM defense mechanisms. The exploration of these techniques has suggested the need for a broader privacy enhancement framework for WLANs that goes beyond simple MAC address randomization. These findings have prompted the inception of the 802.11bi TG, which aims to compile an exhaustive list of potential privacy vulnerabilities and prerequisites for a more private IEEE 802.11 standard. In this context, this tutorial aims to provide insights into the motivations behind RCM, its implementation, and its evolution over the years. It elucidates the influence of RCM on network processes and services. Furthermore, the tutorial delves into the recent progress made within the domains of 802.11bh, 802.11bi, and MADINAS. It offers a thorough analysis of the initial work undertaken by these groups, along with an overview of the relevant research challenges. The tutorial objective is to inspire the research community to explore innovative approaches and solutions that contribute to the ongoing efforts to enhance WLAN privacy through standardization initiatives.",,,,PISCATAWAY: IEEE,,,,,,,Englisch,,"Copyright The Institute of Electrical and Electronics Engineers, Inc. (IEEE) 2024",Computer science    IEEE 802.11 (Standard)    Intelligent transportation systems    Local Area Networks    Privacy    Random Allocation    Standardization    Technology    Telecommunication,,,"IEEE Communications surveys and tutorials, 2024, Vol.26 (2), p.1003-1040",,,,,ISSN: 1553-877X ISSN: 2373-745X EISSN: 2373-745X DOI: 10.1109/COMST.2023.3345746,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_webofscience_primary_001230185600009CitationCount
Reduce to the MACs - Privacy Friendly Generic Probe Requests,,,"McDougall, Johanna Ansohn   Brighente, Alessandro   Kunstmann, Anne   Zapatka, Niklas   Federrath, Hannes","Katsikas, Sokratis   Markantonakis, Konstantinos   Furnell, Steven   Pitropakis, Nikolaos",,,,,,"Since the introduction of active discovery in Wi-Fi networks, users can be tracked via their probe requests. Although manufacturers typically try to conceal Media Access Control (MAC) addresses using MAC address randomisation, probe requests still contain Information Elements (IEs) that facilitate device identification. This paper introduces generic probe requests: By removing all unnecessary information from IEs, the requests become indistinguishable from one another, letting single devices disappear in the largest possible anonymity set. Conducting a comprehensive evaluation, we demonstrate that a large IE set contained within undirected probe requests does not necessarily imply fast connection establishment. Furthermore, we show that minimising IEs to nothing but Supported Rates would enable 82.55% of the devices to share the same anonymity set. Our contributions provide a significant advancement in the pursuit of robust privacy solutions for wireless networks, paving the way for more user anonymity and less surveillance in wireless communication ecosystems.",IFIP Advances in Information and Communication Technology,,,Switzerland: Springer,,,,,,,Englisch,,IFIP International Federation for Information Processing 2024 CC0 1.0 - Universal,Computer science,,,"ICT Systems Security and Privacy Protection, 2024, Vol.710, p.31-45",,,,,ISSN: 1868-4238 ISSN: 1868-422X ISBN: 9783031651748 ISBN: 303165174X EISSN: 1868-422X EISBN: 3031651758 EISBN: 9783031651755 DOI: 10.1007/978-3-031-65175-5_3 OCLC: 1450505612 LCCallNum: QA75.5-76.95,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_springer_books_10_1007_978_3_031_65175_5_3
